key,docs,rating,timestamp,sentiment
5824,love our table great look at the hotel and water! waiter was awesome!! drinks and food always good!! however open table menu has not been updated! we always get la tablita that is still showing as 49$ has gone up to 65$!! so glad i had 10$ off for open table points rewards,3.0,2021-03-30 23:19:00,"[[0.0044255927205085754, 0.1286192238330841, 0.8669551610946655]]"
5825,"huge bed, bath and large room. a little 'old school' but we knew that when booking and after cramped hotel rooms and bathrooms enjoyed the space. the staff were excellent, informative, and warm. we also had the cooked irish breakfast - amazing. we really enjoyed our stay and would return again. na",4.5,2022-10-07 02:00:00,"[[0.01107066497206688, 0.5123110413551331, 0.47661828994750977]]"
5826,the lobby was cosy with the fire place and xmas decorations the restraunt was lovly with its beautiful high ceilings.lots of seating upstairs to chill and relax.had beautiful chandelier s .but alot of cheep finishes .it could be an amazing hotel with the right investment.the rooms and corridors left it down .there was no sense of luxury to these areas the corridor to room still had that boarding school feel .carpet in room was very stained and needed changing.no sense of luxury,3.0,2021-12-30 01:00:00,"[[0.004960442427545786, 0.5117420554161072, 0.4832974374294281]]"
5827,"beautiful hotel in a great location, staff were super helpful and nice",5.0,2021-06-17 02:00:00,"[[0.008739321492612362, 0.6136608123779297, 0.37759989500045776]]"
5828,"check in desk was friendly. the entire premises was not built for warm weather. without exaggeration it would have been over 30 degrees in the corridor and our room all night. one tiny desk fan does not help cool a room. it's very disappointing to pay decent money for a hotel room, and not be able to control the temperature within.",1.0,2022-07-19 02:00:00,"[[0.8238030076026917, 0.16908282041549683, 0.007114183157682419]]"
5829,"very friendly staff, good service and nice menu choices.",5.0,2021-12-03 11:10:00,"[[0.012660904787480831, 0.6282398700714111, 0.35909926891326904]]"
5830,"the rooftop view is of other rooftops. the pizza is more like breadsticks consistancy. very puffy, but also good. not sure its worth 23 dollars. the service was excellent even though you order completely via a qr code",3.0,2021-10-04 18:50:00,"[[0.012266481295228004, 0.9263068437576294, 0.06142665445804596]]"
5831,i came with friends for my birthday and i enjoyed it. the customer service was flawless,5.0,2022-02-07 13:18:00,"[[0.008459901437163353, 0.11375397443771362, 0.8777861595153809]]"
5832,"very atmospheric pub, wood fire, traditional settle, attentive service and delicious pies. recommend.",5.0,2022-01-23 06:38:00,"[[0.009339125826954842, 0.7725745439529419, 0.21808631718158722]]"
5833,"upscale restaurant at san antonio and mlk intersection. complementary valet parking. entry through a plush lobby of otis hotel. restaurant is well appointed. attendants are formally dressed. tables are well spaced and chairs are comfortable. full service bar on one side and kitchen on the other. clean table, silverware, water and wine glasses with proper dinner napkins. we ordered paloma - it was mixed well. we had shrimp cocktail and tuna wonton taco's for starter. for entre cilantro seared halibut garnished with heirloom tomato, lemon, fennel, sweet pepper. roasted asparagus on the side. bread pudding for dessert. every dish was outstanding. we had great time. would definitely recommend it. just to be aware: potions are fashionably tiny as in so many upscale restaurants. it can be quite expensive - budget before opening the bottle. it would help if staff would have brought up and suggest pairing. management would do well by training staff not to offer the least appealing table to clients of color.",5.0,2021-11-14 00:51:00,"[[0.004168628714978695, 0.8514251708984375, 0.14440615475177765]]"
5834,"very comfortable bed, and spacious room. tea and coffee provided. shower over bath. difficult access for some. please rip out the baths and install large step in showers.",4.0,2021-09-10 02:00:00,"[[0.009625306352972984, 0.9030956625938416, 0.08727904409170151]]"
5835,bed was confortable and had a nice view. personnel was really kind and helpful. food at bar restaurant was lovely and they had a nice selection of wines. breakfast was a bit overpriced and water served was undrinkable.. lift might need to be checked as it is moving a bit and was not feeling that safe..,4.5,2022-02-14 01:00:00,"[[0.12977999448776245, 0.8590981364250183, 0.011121866293251514]]"
5836,"service with a smile, friendly and welcoming to tourists and locals alike. food was outstanding, would not hesitate to return or recommend. mulled wine was delicious!",5.0,2021-12-21 11:33:00,"[[0.01824316196143627, 0.5896912813186646, 0.39206552505493164]]"
5837,we ate at ocean hai last night and i want to share some feedback. i understand the service issue we are facing so i can work past the slow service - we would not see darryl for long periods of time. what am disappointed in is the fact that we told him my wife has a shellfish allergy and he said he would make sure the food was prepared separately - we ordered 4 sushi rolls with 2 with shellfish and 2 without. a) all 4 served on the same tray with the 2 without shellfish being on the ends and b) the rolls were touching one another. we did our best to make sure she ate only the pieces not touching but unfortunately that did not work as she became sick shortly after dinner. that leads me to believe either our server did not communicate the shellfish allergy or whoever prepared the rolls doesn't understand what a shellfish allergy is. either way - your staff can use some coaching up.,4.0,2021-12-26 00:56:00,"[[0.6384308934211731, 0.33542945981025696, 0.026139667257666588]]"
5838,"pros: discounted hotel rooms sometimes, 25% off food cons:constant manager change, not great money ,",2.0,2022-11-29 00:32:00,"[[0.11516636610031128, 0.8695186972618103, 0.015314922668039799]]"
5839,total disaster. lack of any trace of customer care!,1.0,2021-01-18 01:00:00,"[[0.8108990788459778, 0.1871887892484665, 0.0019121163059026003]]"
5840,being disturbed by other resident during the night.,3.5,2021-09-07 02:00:00,"[[0.11470546573400497, 0.8815775513648987, 0.003717046929523349]]"
5841,"great location! yes it is a bit noisey, which is to be expected but it was still noisey at 3am! room was very hot! had to turn radiator off. but overall it was a fab hotel and yes we would stay there again.",5.0,2022-03-01 01:00:00,"[[0.13273091614246368, 0.7702239751815796, 0.09704514592885971]]"
5842,super settling for a pre-christmas lunch. lovely service.,5.0,2021-12-12 07:57:00,"[[0.013530242256820202, 0.7431212067604065, 0.24334849417209625]]"
5843,"the service was great, even got a complimentary anniversary dessert which was delish! the drinks were good, portions were good, taste presentation was good too! the decor was soo cool as was the whole feel of the actual virgin hotelcasino.",5.0,2021-10-24 02:28:00,"[[0.013180756941437721, 0.3474988341331482, 0.639320433139801]]"
5844,the hotel itself is lovely and has a wonderful ambience. the service in the restaurant was a little slow.,4.5,2021-11-08 01:00:00,"[[0.1092650443315506, 0.8664963245391846, 0.024238700047135353]]"
5845,the food is really delicious and cheyanne was such an amazing server.,5.0,2021-10-16 01:30:00,"[[0.015033734031021595, 0.40549319982528687, 0.579473078250885]]"
5846,the location is great the breakfast was disappointing,2.0,2021-12-29 01:00:00,"[[0.5333120822906494, 0.4577038884162903, 0.008984013460576534]]"
5847,great food! went for brunch. love the amount of gluten free options. the space feels like a hotel breakfast haha but not in a bad way.,5.0,2022-01-17 01:02:00,"[[0.004836437292397022, 0.15181300044059753, 0.8433505296707153]]"
5848,"we were so excited to find out there is a f&d across the street from our hotel as we heard great reviews about founding farmers.
the shrimp scampi with gnocchi has the sauce that was wayy to salty and then the creme brulee filled donut was sprinkled with way too much salt on top.
first bite and i literally couldn't take it.
we waited for a long time to get our check as our waitress was helping a huge group that just arrived at 9:30 pm. i could see she was way too tired and overwhelmed.",3.0,2022-04-16 18:29:00,"[[0.007309723179787397, 0.2382892370223999, 0.7544010877609253]]"
5849,great experience. hamburger is a bit pricey. couches could have been cleaner. food and ambiance was great. will be going back.,5.0,2022-01-10 22:55:00,"[[0.027264144271612167, 0.5174854397773743, 0.4552503228187561]]"
5850,"this place have a wide range of food choices, serves in a flexible time frame.
just remember you need to pre-register for the breakfast, timenumber of people etc. but we arrived 15min earlier than my registered time and was admitted no issue.",5.0,2022-01-05 04:35:00,"[[0.005784294102340937, 0.9472726583480835, 0.04694303870201111]]"
5851,"food is michelin quality, the hotel has an amazing character to it. staff were extremely friendly and relaxed which ends up rubbing off on you. such a chilled weekend will definitely be coming back to visit soon! nothing.",4.5,2021-07-15 02:00:00,"[[0.045125722885131836, 0.5986521244049072, 0.3562221825122833]]"
5852,great location and staff quite a few issues as reported to reception but hotel having reopening issues and staff did their best to rectify,1.5,2021-07-28 02:00:00,"[[0.29660284519195557, 0.6563062071800232, 0.04709089919924736]]"
5853,staff were so nice couldn't do enough for us nothing,5.0,2021-06-22 02:00:00,"[[0.0030986133497208357, 0.8980576395988464, 0.09884370863437653]]"
5854,"after 2 hours of searching for christmas lunch, stumbled upon this awesome buffet!",4.0,2021-12-25 13:08:00,"[[0.006306235678493977, 0.8923760652542114, 0.10131767392158508]]"
5855,"going to the airport this is my preferred hotel , the rooms are spacious and quiet.",5.0,2021-10-03 02:00:00,"[[0.011297604069113731, 0.5164359211921692, 0.4722665250301361]]"
5856,"ah! we loved loved loved it! we have a restaurant ourselves and a few customers mentioned we should come and try you on our days off, we did and we're so pleased we did and we've been telling all our customers to come and try you since!
we had some pre-dinner drinks by the fire and then headed in for lunch, it was all beautiful and we've booked again since. thank you for a lovely day off!",5.0,2021-10-22 04:50:00,"[[0.0006910585798323154, 0.5328897833824158, 0.4664192497730255]]"
5857,"the restaurant menu is quite poor. someone had smoked in the room, tipped the cigarette along the window and threw it on the ledge. location and cleanliness superb. stayed in january 2021",4.5,2021-01-05 00:00:00,"[[0.8096042275428772, 0.1895337700843811, 0.0008620547014288604]]"
5858,"the room was a good size, very clean and comfortable. the room was cold at times, and i could not get the heating to work.",4.0,2021-12-24 01:00:00,"[[0.0436396449804306, 0.9246843457221985, 0.03167596459388733]]"
5859,it was unusually hot and air conditioning would have been nice to have.,4.5,2021-07-29 02:00:00,"[[0.44896721839904785, 0.5287815928459167, 0.022251125425100327]]"
5860,"everything about our stay was perfect from the moment we walked in to the moment we walked out. we stayed here for 2 nights and it was amazing. had dinner in the bar the first night and the food was absolutely delicious. siobhan was our waitress and was very professional and lovely to talk to. on our second night we had food in the restaurant, and again the food was incredible. our waiter aiden was very helpful and attentive throughout the night. the breakfast was also included in our package and there was many options to choose from and everything we had, was absolutely delicious. the view from our room and even our bed was fantastic, a view of the river and the lake and the town, couldn't have asked for a better view. our stay overall was better than we could have imagined and would 100% recommend and come back very soon. thank you to all of the team at the lakeside hotel for making our stay very special",5.0,2022-01-14 01:00:00,"[[0.011052883230149746, 0.640707790851593, 0.3482392728328705]]"
5861,"food is amazing! beautiful setting, i highly recommend this restaurant!",4.0,2021-04-18 22:41:00,"[[0.007668813690543175, 0.2298089861869812, 0.7625221610069275]]"
5862,"all i can really say is that it was great, great service and food.",5.0,2021-12-15 20:10:00,"[[0.00656166672706604, 0.25165531039237976, 0.741783082485199]]"
5863,breakfast was fabulous. staff extremely friendly and welcoming. facilities and location fantastic. can't see how you could improve our stay- no complaints.,5.0,2022-03-08 01:00:00,"[[0.013014176860451698, 0.4510136842727661, 0.5359721183776855]]"
5864,highly overrated establishement with mediocre food,3.0,2021-10-19 00:43:00,"[[0.9119445085525513, 0.08580664545297623, 0.0022488709073513746]]"
5865,"lovely food, good value, excellent service and beautiful views",5.0,2021-09-27 15:37:00,"[[0.008474662899971008, 0.5780926942825317, 0.41343262791633606]]"
5866,"hotel is lovely very comfortable , very clean very clean. staff are lovely and so helpful. the menu was not fantastic not much choice and the same each night. soup was extremely salty.",4.0,2021-09-17 02:00:00,"[[0.1681499034166336, 0.8049417734146118, 0.026908356696367264]]"
5867,staff were really friendly and the location is great. would recommend to anybody needing to fly in the morning. shuttles were easy to organise too.,4.6000000000000005,2022-03-27 01:00:00,"[[0.009365277364850044, 0.717337965965271, 0.2732968330383301]]"
5868,how the staff were so helpful and the hotel was lovely and the room was lovely.. when we went to go swimming in the pool we bought our own swimming hats but when we got an email for the recipt it said we refused to pay for our swimming hats which we never used as we had our own and explained to them that we had..thought it was very disrespectful and disappointed and not good communication between staff..felt the receptionist did not belive us apart from that the hotel and staff were lovely..,4.0,2021-08-04 02:00:00,"[[0.23063506186008453, 0.7602484226226807, 0.009116405621170998]]"
5869,i liked the room. the bed was comfortable and had everything i needed. the staff were very friendly and helpful. i had difficulty turning off the shower. the room was a bit dated and the television didn't have netflix.,3.5,2022-11-13 01:00:00,"[[0.08388122171163559, 0.6056517958641052, 0.3104669749736786]]"
5870,left something behind at the hotel and the reception was extremely helpful to assist with this. nice room overlooking the patio with balcony. good food and lovely staff at dinner. dinner menu was a bit limited in the bar - didn't realise where the restaurant was and that we weren't in it. drinks a bit slow.,3.5,2022-07-11 02:00:00,"[[0.37571725249290466, 0.6171746850013733, 0.0071081193163990974]]"
5871,"awesome, service was great, food was delicious.",5.0,2022-03-13 17:12:00,"[[0.0045504081062972546, 0.7536547183990479, 0.24179485440254211]]"
5872,breakfast was good but could have been better. rashers very tough and over cooked. staff at breakfast bar so nice especially the red-hair fella serving breakfast. he has personality. fried eggs are a bit raw and runny breakfast i think should be freshly cooked at different intervals especially now as guests are pre- booking breakfast** thats an important point,4.0,2021-08-22 02:00:00,"[[0.5795736312866211, 0.4082787036895752, 0.012147625908255577]]"
5873,i will recommend legoland castle to my friends and families,5.0,2022-03-25 00:12:00,"[[0.013356611132621765, 0.8580652475357056, 0.12857815623283386]]"
5874,great location and atmosphere in the countryside stayed in june 2021,5.0,2021-06-05 01:00:00,"[[0.0012881256407126784, 0.9212982058525085, 0.07741368561983109]]"
5875,"after making a reservation for 6:45, we still had to wait for a table. once seated, it was in a very dark corner of the restaurant. after taking a quick look, all the lights were out in that area and a portable work light on a stand was set up for the section. even the wait staff was surprised at how dark it was.
we got our salad but had to wait for silverware and it took awhile to get anyone's attention to ask for it. the food was ok, but definitely expensive for what we got.",2.0,2021-10-16 13:37:00,"[[0.1076567992568016, 0.8897780179977417, 0.0025652048643678427]]"
5876,"staff very friendly and went above and beyond to make sure we had everything we needed during our stay.. food in the hotel was beautiful.. hotel room, hotel itself and the pool area - all very clean..",5.0,2021-08-24 02:00:00,"[[0.005978881381452084, 0.6980234980583191, 0.2959975600242615]]"
5877,"fresh, creative menu items. attentive service, jezelle!! divine ambiance.",5.0,2021-09-19 16:05:00,"[[0.010355106554925442, 0.4296390414237976, 0.5600059032440186]]"
5878,everything you'd expect of a 5* hotel. amazing,5.0,2022-02-07 01:00:00,"[[0.004805965814739466, 0.8798842430114746, 0.11530975252389908]]"
5879,"ideal location. food and drink was delicious! staff friendly but not overpowering. private parking. fabulous room and very comfortable bed! only fault, carpets in hallways look tired.",5.0,2021-09-18 02:00:00,"[[0.05142337456345558, 0.5398914217948914, 0.40868523716926575]]"
5880,tv wasn't great great location. excellent privacy. great value for money stayed in february 2021,5.0,2021-02-01 06:00:00,"[[0.01831790618598461, 0.6709684133529663, 0.31071367859840393]]"
5881,"the bedroom was slightly dated spacious, good value for money. the food was very tasty. staff were friendly. stayed in december 2020",4.0,2021-01-03 06:00:00,"[[0.024642013013362885, 0.6867243051528931, 0.2886336147785187]]"
5882,"we really enjoyed sueno. it was really close to our hotel, the food was great and the staff were friendly and efficient. we would definitely go back.",5.0,2021-12-05 23:33:00,"[[0.01576683111488819, 0.21481014788150787, 0.7694230079650879]]"
5883,"calamari was a little overrated, mocktails entrees where good",4.0,2021-12-10 22:20:00,"[[0.8411949276924133, 0.15701304376125336, 0.0017920042155310512]]"
5884,the waiter took a long time to ask us what we wanted to eat.,2.0,2021-07-02 20:32:00,"[[0.3836195766925812, 0.6067262291908264, 0.009654085151851177]]"
5885,excellent apartment and excellent location stayed in february 2021,5.0,2021-02-08 06:00:00,"[[0.0068642739206552505, 0.7127407193183899, 0.2803950905799866]]"
5886,service and location were lovely but the food was lackluster to poorly cooked and presented. calamari appetizer came out very quickly and tasted cold and overcooked as if it was sitting around for a while. entrees were over sauced hiding less than fresh proteins.,1.0,2022-01-16 19:11:00,"[[0.8801264762878418, 0.11740560084581375, 0.002467881189659238]]"
5887,"absolutely gorgeous hotel, very comfortable and clean, well decorated. food was lovely and staff couldn't do enough. we will be back!",5.0,2022-03-05 01:00:00,"[[0.006475495640188456, 0.6002469062805176, 0.3932775557041168]]"
5888,"blade of beef was excellent..tender , and tasty..followed by bread and butter pudding..lovely meal overall",4.0,2022-01-17 08:17:00,"[[0.016686974093317986, 0.3056749105453491, 0.6776381134986877]]"
5889,food was very good staff very welcoming and friendly.,4.0,2022-01-02 20:25:00,"[[0.03175264596939087, 0.711608350276947, 0.2566389739513397]]"
5890,staff were very welcoming. rather shabby. not really near the 4 star standard as expected and sold.,2.5,2021-10-11 02:00:00,"[[0.4265047311782837, 0.5651699900627136, 0.008325277827680111]]"
5891,"we had an amazing girls' brunch. the atmosphere was fun, the service was on point and the food was divine. can't wait for another chili bloody mary!",5.0,2022-02-20 04:50:00,"[[0.002367958426475525, 0.12207063287496567, 0.8755613565444946]]"
5892,"food was good, service good . greeterreceptionist very accurate and helpful.",4.0,2022-02-02 21:55:00,"[[0.004004955291748047, 0.7748889327049255, 0.2211061269044876]]"
5893,"lovely hotel, staff very helpful and friendly. breakfast and dinner was lovely with a great selection for each. would definately stay again.",5.0,2021-06-25 02:00:00,"[[0.013240988366305828, 0.7237882018089294, 0.26297086477279663]]"
5894,"close to rugby stadium, clean, great staff, lovely room, nice food quite far from city centre",4.5,2022-04-17 02:00:00,"[[0.014821161516010761, 0.804884672164917, 0.1802941858768463]]"
5895,"excellent food in a fantastic inn. prompt and attentive service, very happy and going back is never a difficult decision.",5.0,2022-01-31 10:40:00,"[[0.01338515616953373, 0.26281389594078064, 0.7238008975982666]]"
5896,"while staying at the inn, we had a meal to celebrate my husband's birthday. the staff were very attentive and friendly and the food was excellent. we would definitely recommend it.",5.0,2022-01-21 17:52:00,"[[0.010412322357296944, 0.4576166570186615, 0.5319709777832031]]"
5897,"I love the location of this hostel, but the water temperature in the shower was lukewarm at best. I was freezing!",5.0,2021-09-06 14:13:00,"[[0.9318339824676514, 0.06749975681304932, 0.0006663283566012979]]"
5898,"stayed last night , were in a view less room but at a cheaper rate. beautiful location and hotel",5.0,2021-06-25 02:00:00,"[[0.013262608088552952, 0.3009074330329895, 0.6858299374580383]]"
5899,"hotel was very welcoming, staff that we met all friendly and helpful (ali and ray) we booked the hotel as it was near the aviva stadium, we could not have picked a better location. the hotel put on a bbq, dj, extra bars, seating, screen for the rugby weekend. again great jobs guys excellent, friendly event to call into before and after the match or to stay there and watch it. we will be back.",4.5,2022-02-28 01:00:00,"[[0.006807293742895126, 0.5743964314460754, 0.4187963604927063]]"
5900,great pub with good beers and great food. i highly recommend this pub,5.0,2021-12-04 08:17:00,"[[0.007611788343638182, 0.5092759728431702, 0.48311224579811096]]"
5901,"location, staff and breakfast very good very good hotel, with nice staff.. everything you would want.",4.5,2021-09-08 02:00:00,"[[0.008337156847119331, 0.6718909740447998, 0.31977182626724243]]"
5902,very good service. food was amazing and nice setting,5.0,2022-02-22 06:51:00,"[[0.010328375734388828, 0.6304404139518738, 0.35923120379447937]]"
5903,our first time and enjoyed it tremendously! we will definitely be back!,5.0,2022-03-12 18:37:00,"[[0.0024700991343706846, 0.39331600069999695, 0.6042139530181885]]"
5904,beautiful hotel. staff very friendly. very comfortable beds no car park. an inconvenience back & forth changing tickets & additional cost,5.0,2022-12-04 01:00:00,"[[0.028318757191300392, 0.9106875658035278, 0.0609937459230423]]"
5905,ideal location 2 minutes from the terminal perfect for early morning flight stayed in january 2021,5.0,2021-01-07 00:00:00,"[[0.001398670137859881, 0.9046807289123535, 0.09392061084508896]]"
5906,"good atmosphere, great service and food. we sat outside and it was unusually and uncomfortably chilly, but the staff did their best to help by surrounding us with stand up heaters. great place for getting together with friends (live music) or a date",5.0,2022-02-06 07:11:00,"[[0.012720480561256409, 0.6327121257781982, 0.35456743836402893]]"
5907,really nice village and the property is nicely located. really nice ambience nothing springs to mind,3.5,2022-04-24 02:00:00,"[[0.0039068423211574554, 0.8444459438323975, 0.15164715051651]]"
5908,"nothing i did a booking on october with my partner. they called us to telling us that due to an error in the system they didn't have rooms available to us stay the night. they took the money, which was never refunded to myself. even after me contacting them several times and no give any solution. they just took my money for a room that i never uses. as they blame to booking.com a system error or to us. they acctitude was rude and totally unacceptable with us. terrible costumer service, they show a totally lack of intention and interest of solving my issue. even they were rude to my partner trying to put the blame on us when the issue wasn't cause by us at all. no intention at all of giving us a solution. i don't recommend this place at all, for the reasons that i explained above.",0.5,2022-11-18 01:00:00,"[[0.6947526931762695, 0.30303966999053955, 0.0022076782770454884]]"
5909,"my kids loved it. lots of options, good food, perfect start to a fun day at legoland.",5.0,2022-04-03 16:36:00,"[[0.00518751097843051, 0.16165637969970703, 0.8331561088562012]]"
5910,lovely staff. food as always amazing. one of the nicest pubs in the area.,5.0,2021-06-10 14:21:00,"[[0.009329880587756634, 0.639423668384552, 0.3512464165687561]]"
5911,"the bison bolognese might have been the best pasta we've ever had , and the new york strip was simply amazing.",5.0,2021-11-19 18:40:00,"[[0.006109199952334166, 0.1285119652748108, 0.8653787970542908]]"
5912,went their for our final dinner in la and the food was the beat i recommend the steak with a caesar salad and try the garlic sauce with the steak. i also enjoy the drinks and music selection felt like i was in a movie the experience is most definitely something you won't get in sc! and our waiter even sing a beautiful birthday melody to our group!,4.0,2021-07-22 16:41:00,"[[0.020637910813093185, 0.26701146364212036, 0.712350606918335]]"
5913,"location ,cleanliness , food & staff they've done a fab job on room decor if had to moan it would be street noise but to be expected. delux bathroom (sink in particular)very small but wouldn't stop me from returning.",4.0,2021-07-27 02:00:00,"[[0.025879833847284317, 0.586475133895874, 0.38764506578445435]]"
5914,"celebrated my birthday and our anniversary there. the food presentation and taste was outstanding. the decor is beautiful with a great view of the ocean. we enjoyed a beautiful sunset. would highly recommend, especially for a special occasion.",5.0,2021-11-16 13:35:00,"[[0.0076301186345517635, 0.36496230959892273, 0.6274075508117676]]"
5915,it was very nice indeed will be going back again in due course.,5.0,2021-06-11 10:25:00,"[[0.007216023281216621, 0.8696058988571167, 0.12317806482315063]]"
5916,the room was warm and comfortable the room was a little small but still very comfortable and tidy,3.5,2022-03-04 01:00:00,"[[0.000522565795108676, 0.9900658130645752, 0.00941155944019556]]"
5917,food was great and so was the ambience. staff was very friendly and service was quick and efficient. will definitely go there again..highly recommend. thanks,5.0,2021-12-22 14:41:00,"[[0.008335394784808159, 0.4255489706993103, 0.5661156177520752]]"
5918,when we checked in our room smelt of raw sewage. it made me physically sick. we had our room changed but we could still smell the sewage. the smell,1.0,2022-06-05 02:00:00,"[[0.5772776007652283, 0.4134093225002289, 0.009313042275607586]]"
5919,comfortable beds dirty cotton buds left on top of a cupboard in room 368,5.0,2022-05-31 02:00:00,"[[0.16949789226055145, 0.8298845291137695, 0.0006176300812512636]]"
5920,"spacious premium rooms, access from airport no way to reach the hotel by foot despite proximity without crossing a four lanes road, shower drain fully blocked, and sound proofing absolutely not fit for the airport location",3.0,2021-10-23 02:00:00,"[[0.48201578855514526, 0.516426146030426, 0.0015581375919282436]]"
5921,brilliant food and service couldn't do e ough for you,5.0,2022-01-17 10:01:00,"[[0.5673359632492065, 0.4222767949104309, 0.01038727629929781]]"
5922,"it's a perfectly fine restaurant inside a marriott hotel. to be honest not what we're expecting (re: restaurant inside the marriott) but perhaps i should have paid more attention. really nice food, really excellent service, lots of locals, lots of dogs (we sat outside). perfect if you're looking for low key night out or delicious food - not quite the marina del ray experience i was expecting but great nevertheless.",4.0,2021-12-09 06:34:00,"[[0.005433154292404652, 0.6975510716438293, 0.2970157861709595]]"
5923,"this hotel isn't set in the most ideal setting but it has so much to offer. it is clean, welcoming and very comfortable. i literally cannot fault it. wonderful bar food and breakfast and extremely professional and friendly staff. in todays crazy hotel price blitz it was great value. nothing we didn't like in fact we were very pleasantly surprised.",5.0,2022-07-03 02:00:00,"[[0.029381943866610527, 0.5853456854820251, 0.385272353887558]]"
5924,"the building was nice, interesting that you can walk about and have opportunities for interesting pictures and stuff.
food tasted nice, but it was just too little portions. the menu could benefit from being bigger and also giving the options of bigger portion sizes- the price for the steak for just getting a steak was poor. you could get a steak with the extras you would usually expect to be there for the same price somewhere else, and the peppercorn sauce was really salty.
the service wasn't ideal. we were asked what we would like to drink (both says strawberry daiquiris) and offered table water. 15 mins went past and still no table water. we were then informed 5 minutes after our initial wait for drinks that there wasn't any strawberry daiquiris available; and this is at 20 to 7 on a friday night.. again that's not great. we had finished our meals by the time any form of drink had arrived at our table.
we got our final bill, and we weren't made aware that it was 50% off on all food. this was a nice and welcome surprise, but had we have known that in advance, we probably would have ordered more food and thus not had to get something back at the hotel later on.",2.0,2022-01-22 13:05:00,"[[0.504202663898468, 0.4931437075138092, 0.002653619972988963]]"
5925,"good selection, great for kids. it was larger than expected. plenty of drinks and options for adults and kids.",5.0,2022-03-21 00:48:00,"[[0.0014630595687776804, 0.2928137481212616, 0.705723226070404]]"
5926,"first off the food is amazing. no issues there, menu well explained by staff and came in good time.
however this restaurant lets itself down badly with seating. i booked online and asked for the best available table, when we got there we were sat in a thoroughfare room off the main restaurant. the seats were soft so it was like i was sitting on the floor and we were up against a solid wall to my immediate right which turned out to be the kitchen.
with spaces throughout we identified another table and asked to sit there. this had to be checked. then is was deemed permissible!
we were still however in an area where the hotel guest came and went as this restaurant is within a hotel complex. we saw guests in robes walking by from the spa, a group of golfers with clubs walked past our table to return to their room and various other comings and goings. when they have a specific restaurant with empty tables this was all unnecessary and a bit weird!
we didnt get their best available table and my advice when booking here is to specify you want to eat in the restaurant, not the foyer area. the food was exceptional though but the wine extremely pricey even for faux edinburgh prices (9.10) for a small malborough sb for example is extortionate.
we would eat there again but only if i was certain we would be in the main restaurant area.",2.0,2021-09-12 22:22:00,"[[0.41705605387687683, 0.5568206906318665, 0.026123251765966415]]"
5927,"my only fault was i went down to reception to the man that was working that night and asked if he could fill are kettle up with tap water for a cup of tea , he was refusing and telling me to use the bathroom water , i know it's probably okay to use it , but i was always told use downstairs water , he was near enough next to the tap and after nearly 10 mins of explaining i'd be happier using that water he filled the kettle and told us next time use the bathroom water , just through he was quite rude about it , as it takes less than a minute to fill a kettle with water ! all other staff was so polite and would go out there way to help you . friendly welcome from the young man on the desk when arriving , fast and easy check in , rooms where a good size and very clean , loved the shower , it was quite big so loads of room ! the breakfast was good value and friendly staff serving which where all very helpful . stayed in march 2021",4.5,2021-03-31 01:00:00,"[[0.6138244867324829, 0.3746147155761719, 0.01156077440828085]]"
5928,it's a airport hotel. it serves it's function as such. there is no comfortable place to sit in the room. the chairs are hard and small.,3.5,2021-09-27 02:00:00,"[[0.44871973991394043, 0.549913227558136, 0.001367080956697464]]"
5929,"the room was comfortable with a double and twin bed. there was a safe, fan (if needed), coffee set, tv, desk. the room was clean. they have a free shuttle from the airport which was very helpful. there was a place to get a quick meal or snack, a bar and an italian restaurant. there was no information in the room about the restaurants or anything. there were black spots in the sink and tub that appeared to be a. hole that was fixed but one looked like a tick and was off putting. the room was warm and there was only a down cover on the bed.",4.5,2022-06-17 02:00:00,"[[0.006869908422231674, 0.8703435659408569, 0.1227865219116211]]"
5930,hotel was lovely very pleasant staff and very helpful if you needed something . just taught for one night it was a bit expensive,5.0,2021-08-17 02:00:00,"[[0.00576568441465497, 0.9537512063980103, 0.040483128279447556]]"
5931,"had a lovely stay, rooms are so clean, spacious and comfortable. sea view room was fab. room service was excellent. couldnt fault anything about our stay. hardys bistro was lovely, food was superb. location is perfect! nothing.",4.5,2021-07-11 02:00:00,"[[0.006325925700366497, 0.3072349727153778, 0.686439037322998]]"
5932,the backyard! and the tidy and clean room. well recommended!!,5.0,2021-08-14 02:00:00,"[[0.005379269830882549, 0.6583730578422546, 0.33624768257141113]]"
5933,"very efficient receptionist and free room upgrade was given as i was staying for 2 nights, very comfortable room and spotlessly clean - room service was also very good and delivered on time. overall food quality is very good in this hotel. no noise from the road either which was a big bonus as i was staying there for study purposes everything was very good and i would stay here again",5.0,2022-01-30 01:00:00,"[[0.00646716495975852, 0.17992649972438812, 0.813606321811676]]"
5934,"beds very comfortable. curtains completely black out the room. shower was hot and powerful-best ever! good storage. iron and board and hairdryer supplied. refreshments tray very basic. no biscuits, sweetners or hot cholocolate and few coffees. single duvet wasn't big enough for bed. car park was validated for a week but kept failing to work. toiletries limited to hand wash. disabled room was at the end of corridor furthest from lift.",3.5,2021-10-22 02:00:00,"[[0.0570247545838356, 0.9237610101699829, 0.019214173778891563]]"
