docs|rating|timestamp
i liked the location which was close to the luas and the m50. i would have liked if there was a residents bar|3.5|2022-05-22 02:00:00
"this is a great place for special occasions or date nights.
you will experience each course individually and they clean
and reset after each entree.
the food is top quality and the taste is outstanding.
make your reservations well in advance!
be prepared to spend a few hundred with tip."|5.0|2021-05-03 22:24:00
great vibe and friendly hostess (the hostess outside the hotel was a bit abrupt though). ambiance, service and food was great. will definitely go back!|3.0|2021-07-15 21:04:00
very nice classical style castle with extremely comfortable beds, chairs, amazing restaurants and lovely dogs. we stayed there for my partner's birthday and they prepared us a very nice dessert plate with a happy birthday message on it. they were very helpful and flexible. the staff was really helpful and positive.|5.0|2021-07-18 02:00:00
breakfast was fabulous. great efficient service nothing|4.5|2021-10-26 02:00:00
my husband & i enjoyed it very much. the food was fresh, tasty & readily replenished. the music was great - we even moved to the center section after we ate to continue listening. service was excellent. true southern hospitality !|5.0|2021-12-21 03:39:00
it was a wonderful dining experience. kudos to the chef. the wait staff was wonderful. my friends and i thoroughly enjoyed our dinner and staying at the hotel this weekend~|5.0|2021-11-15 06:06:00
lack of complimentary water and biscuits. shower pressure was low. large quite room with good tv. stayed in february 2021|3.5|2021-02-03 06:00:00
bed was comfortable bathroom spacious and tidy and overall peaceful nothing ..|4.0|2022-10-11 02:00:00
location is perfect, short walk from all the main attractions in town, and even few drinks in residence bar afterwards. great stay and great location.if they had a pool, place would be amazing|5.0|2021-07-24 02:00:00
all was okay the noise at night outside my window was horrible|4.5|2021-10-03 02:00:00
"service attentive, food as everyone said it was. for a ""steakhouse"", wished for more of a warm environment. felt like you were eating in a hotel event room."|4.0|2021-11-22 14:04:00
we went for the spooky tea for 2. the bad: for $155 (with tip) the quality of the food does not match its price. if there are modifications to the menu, please let the customers know. my date was looking forward to the macarons you promised and cake cookies that are shaped like macarons were served. he was happy about the complementary champagne because we had to wait a while to be served. we did have reservations. the good: the ambiance is perfect for date night or a special occasion! think upscale bourgeois pig. the sandwich and sweets are enough for 2. we didn't over eat. we were gifted 2 tea samples when we left. for food (and dessert), find a better restaurant. for afternoon tea with the same price tag, check out the huntington garden. what you should know: parking is $18 dollars and no validation. there are other parking structures walking distance (10 min) that are $10. we parked at the parking spot ($10 after 4 pm) but the one for macy's is closer. we don't know the price.|3.0|2021-10-30 18:29:00
it is a great location, beautiful space, great service but the food was missing flavor.|4.0|2021-04-15 22:24:00
doors were too heavy, the toilet can be improved. everything. beautifull. wonderfull, i recommend definitely. stayed in january 2021|5.0|2021-01-14 00:00:00
we didn't have breakfast, we had a lie on insteadsmile location great, night life great.|4.5|2022-02-17 01:00:00
close to everything location location! stayed in december 2022|4.0|2023-01-01 00:00:00
location and facilities it was very good overall stayed in january 2021|4.5|2021-01-09 06:00:00
i didn like the bathroom, as when you were in shower the whole bathroom got soaked and water was skitting even up over the curtain! the water wouldn't drain in the sink either! it was full the whole stay.|2.5|2022-11-01 01:00:00
sunday carvery plus one evening meal during the four night stay in seaton enjoyed by my wife and me. all food very good but it was the helpful, smiling service of the waitresses which made the visits noteworthy - and they clearly do like dogs!|4.0|2022-02-23 23:58:00
at the sea, huge comfortable room was a bit of a walk to room not straight forward. the breakfast could've had artisan fresh bread with cold cuts cheese ham|4.5|2022-10-08 02:00:00
food, wine and service we're all good. unfortunately it was very noisy and there was also a dog with the people on the table behind who stank and kept coming under our table. we don't mind dogs in restaurants as long as they are well-behaved but we are not dog lovers (not everyone is) and we were not impressed with having to put up with it while we were eating our not inexpensive dinner.|3.0|2021-09-18 19:26:00
food good as usual. cedar plank salmon excellent and another guest had meatloaf which i would definitely recommend.|4.0|2021-12-07 10:23:00
the breakfast was absolutely divine! also, regarding the bedroom, the furniture pieces were delightful - unique, antique pieces rather than shop-bought furniture. lots of character, and lots of comfort. if i had to say i was missing something, it would have been great to have a bath. we booked the most expensive room as a treat and we slightly disappointed on that. however, overall, the experience was great.|4.5|2021-09-17 02:00:00
service was excellent, they were prompt with food. strange they didn't start with a bread basket, also all the food could have been a little hotter. crab cakes were excellent, potato soup not so much, cesars salad never offered fresh ground pepper. not sure why they wouldn't have the new small grinders in the table.if ambiance is what your looking for, this is the place, prices are fair and service is good. first time there for us and we'll be going back|4.0|2021-11-07 09:04:00
shower was not hot, it was warm at best. bathroom was old and tired. staff were wonderful, so kind and helpful. my zip on my suitcase broke as i was leaving to go the the airport and the receptionist was very helpful, and gave me duct tape to tie it up! stayed in january 2021|3.5|2021-01-05 06:00:00
pros: while working as a locomotive engineer at bnsf for four years i made somewhere between 105k- 135k working approximately 45 hours per week. this does not include time spent in the hotel away from home. cons:they've restructured the attendance policy in 2022 so conductors and engineers are working closer to 60 hours per week. there's very little time off. the time you go on duty is unpredictable and projections vary wildly. you work weekends, nights, holidays. i would say about 90% of the people i came in contact with (from first level supervisors to conductors and engineers) hated being there. they will tell you there is a lot of room for advancement but there's not. i submitted approximately 50 applications to work as a first line supervisor; i had almost ten years of railroad experience and almost 5 years as an engineer, as well as a bachelors degree in organizational development. they like to hire people who are just out of college because they start out at a lower-based salary. advice to management: give employees more time off and make an effort to improve the lineup projections. promote from within more.|2.0|2022-10-25 18:35:00
easy location to find staff is great no free parking|5.0|2021-05-12 02:00:00
the shower was hard to regulate (temperature wise). the location was centred in hive of the activity in kinsale. it was near the shops and restaurants. it suited the needs of my trip stayed in june 2021|3.5|2021-06-15 01:00:00
great location near pubs, cafes and restaurants. very comfortable bed. easy check-in process.|5.0|2022-02-13 01:00:00
central location old fashioned but in a cozy way!|3.5|2021-12-05 01:00:00
this is a great venue, really good drinks and the food on offer was fantastic. cool vibes, friendly and helpful staff too!|5.0|2021-09-27 02:23:00
this is a lovely cosy house right in the middle of town within walking distance of the main street. great value for money and excellent communication from the hosts. the house is so clean and has everything you need for your stay. we will definitely stay again soon as we loved it. stayed in may 2021|5.0|2021-05-20 01:00:00
great location, bright, spotless and cosy breakfast was bit expensive|4.0|2021-11-14 01:00:00
room i booked one night and i didn't use the bath because no hot water|2.0|2021-07-28 02:00:00
the room was spatious, the mattresses were nice and firm. people are the reception were very friendly and helpfull. the carpet looked dirty. the walls are very thin, you hear everything that's going on in the rooms next to yours. dont really recommend if you dont have ear plugs with you.|3.0|2021-08-26 02:00:00
delicious food! omg will definitely coming back! service was amazing too|5.0|2022-02-12 17:09:00
would have liked adjoining rooms stayed in july 2021|4.0|2021-07-08 01:00:00
my husband and i have come to rita's each year on our anniversary to celebrate and we are always treated so special! such great service! and there's sometimes live music going on outside that adds that little extra ambiance! highly recommend sitting outside if you can!|5.0|2021-10-08 16:33:00
the hotel was warm, clean (spotless) and cozy. the staff were friendly, kind and welcoming .the reception staff gave a very warm welcome on arrival and also provided courtesy calls before we arrived to confirm our booking and to check if we would like to eat in the hotel on our arrival date, which was very helpful. we ate in the bar and the food was delicious as was our breakfast every morning.the hotel was central to cavan and to exploring the surrounding areas. nothing, everything was lovely.|5.0|2021-10-29 02:00:00
definitely one of the best carveries i have ever had!|5.0|2021-11-01 06:15:00
lovely pub in a really pretty village with great food and atmosphere.|5.0|2021-09-18 11:40:00
great drinks menu, particularly real ale. food great - steak and ale pie was best i've ever had. meat well cooked, and tasty, and pastry amazing. my husband had a burger which he said was fab too. we will be going back.|5.0|2021-10-07 11:32:00
location is excellent right in the middle of westport, the breakfast was excellent fresh and you weren't waiting long, the only down side was the room had only one window with no view so the room was very dark lights were on all the time,very quiet at night so we had a great sleep. breakfast,the bar & the quietness.|4.0|2021-10-31 02:00:00
nothing as toilet did not flush, we reported it on arrival, it did flush once after that, no flush for the night. in an environment of covid, health and safety this is unacceptable. the receptionist did say he would contact us and to date no response. disgraceful.|0.5|2022-07-14 02:00:00
amazing location overlooking the beautiful cobh harbour , which was at a walking distance. no dishwasher and adequate cutlery was provided , as we did book a self catering suite we expected there to be enough cups and plates for all the people|3.5|2021-08-30 02:00:00
the aran islands hotel was lovely, the chalets were gorgeous and very well kept, we could not fault this place, the staff were very nice, it was a very pleasant stay and will be back again,|5.0|2021-08-20 02:00:00
amazingly friendly and helpful service, the food was just absolutely delicious too. had a cocktail which was presented beautifully - like something you would get in a fancy hotel in london. cant recommend this restaurant more highly.|5.0|2021-12-07 05:53:00
breakfast choices were limited. non full irish breakfast choices|3.5|2021-07-29 02:00:00
"the staff were fantastic, service was second to none. very knowledgeable , ,friendly and accommodating. lovely atmosphere and decor was beautiful.
the food didn't quite live up to expectations and felt it was overpriced.
we ordered four mains of which 2 were fish . sea bass and john dory both of which were very good. there was a halloumi burger and fries which was very good also. then there was the vegetarian wellington , well we could hardly see it on the plate and to call it a mains was very over stated. we should really have sent it back and asked for a mains not a starter!! apparently it was tasty but were very glad they ordered a side of chips.
the wine ordered was excellent and the service was exceptional.
the sweets were on the whole poor. there was a strawberry creame patisserie which was sloppy and the chocolate ganache was very good but it came with a separate hazelnut cake which was not worth putting on the plate. the pineapple dessert was the star of the show.
on the whole would i recommend the candlelight inn? yes as long as you choose wisely. except you can't because you don't know what you're going to get. but if you are going for lovely ambiance a nice afternoon out , give it a go and you might choose well.
i cannot overstate how fantastic the staff are but the food needs work for the prices they charge."|3.0|2021-09-20 20:32:00
excellent service by john. food always delish!|5.0|2021-03-04 19:17:00
"i don't even know where to start on this restaurant. when you arrive at the lobby of the hotel and you need to go upstairs to the rooftop to go to cara cara. i was asked for the reservation and my name and i told the gentleman. and he said to me i can't find it. i said well i made it and i confirmed it because are you sure it's for cara cara. because i know there's another restaurant in the lobby. i said yes i did. he then again asked me that same question and i again said to him yes i know which restaurant it is and i again told him my name. he acted like it was not there he could not find it. eventually he said oh i guess it didn't load and my tablet i found it i need directions to go upstairs already a bad start lol.
we arrive up top .. they acknowledge us beautiful setting gorgeous view as everyone says. take us to a four top which is a picnic table basically. having to sit on a hard bench with no back which doesn't work for me when there are other tables that are not like that that are open. we express our displeasure to the gentleman who took us to our table and he said let me check for you.. comes back and gives us a very good table okay all good.. sit for 10 minutes finally someone comes up and asks us if we want drinks we order drinks. 20 minutes goes by and we still do not have our three simple cocktails and it's not 100% full.. when the drinks finally come we're so desperate we actually asked the person who brings the drinks who is not our waiter if we can order food from him and we do such. we only order starters which i guess was a mistake we should have ordered everything from him. anyway the food comes. but again our waiter never came anywhere near the table to ask anything if we were happy or even to order food.. when the runner who brings the appetizers comes by we order food from him. anyway. the food was tasty very expensive as one would expect at a view restaurant on a rooftop situation that isn't the problem. the service was so atrocious that."|2.0|2021-11-30 10:34:00
"what a disappointment. i ordered the american wagyu 8oz filet & pan seared queen scallop (market price as of 91821: $145..you've been warned). i ordered the steak medium rare but it arrived cooked medium well, at best. an overcooked steak is always a travesty, but when it happens with this cut of steak at this price the offense is particularly egregious. the scallops were way too salty - i could've (and have) whipped up better in less than 5 minutes at home. for this price you expect your food to arrive perfectly cooked, especially when you could get a comparable meal just down the block at morton's for less than 23 the price. my husband ordered the lamb shank, which was only ok.
1 star for the drinks (the alfa romero was excellent) & dessert (cheesecake) and 1 star for the ambiance. we won't be back and i cannot in good conscience recommend this place to others. highly disappointing."|1.0|2021-09-19 18:37:00
good restaurant if you are on property and want dinner in a family-friendly environment. the wait staff is friendly and they are used to kids.|3.0|2022-02-21 01:55:00
the ambience and environment was the best thing about the restaurant. i went for the brunch and everyone at the table has to either for the executive brunch or do a la carte. it isn't the trading brunch you think of. the 10 course brunch is a great idea, i just felt there should have been more options. the best part was the ambience and being in the open on a nice sunny day! the service was mediocre and it felt as though our server did not want to be there. he didn't check on us and when asked about food on the menu we received very little response.|2.0|2021-07-04 21:01:00
beautiful hotel, staff were very polite and friendly, hotel spotless and the food was really nice. location perfect, very central. would definitely recommend and would not hesitate in returning again. nothing to dislike|5.0|2021-08-01 02:00:00
great afternoon! delicious food and attentive and friendly staff!|5.0|2021-11-08 09:51:00
the size of the room. the slippers and the chocolate lovely touch the shower was very narrow!|4.0|2022-04-07 02:00:00
friendly helpful, joyful staff. excellent food that didn't disappoint. all round a wonderful experience, will be returning and would definitely recommend.|4.0|2021-06-28 12:26:00
"horendous service. the server seemed like he didn't want to take our orders or did he ever come near our table to ask what we needed. we had to flag him down to request our needs and even then, he was unfriendly in providing us with them. i felt embarrassed to bring my friends here. even though the food was okay, the service ruined the atmosphere, and all of us had a silent consensus that we made mistake of coming here when there were other available options.
if the hotel restaurant is providing such embarrassing level of service, the hotel service has to be in the same par unless the hotel and restaurant are managed by separate managements.
definitely will not go through embarrassing myself again in the future by coming here."|1.0|2022-02-15 22:20:00
closest to the airport. decent bed (in king size room). expensive for what you get. tv didn't work.|3.0|2022-04-26 02:00:00
The shower had so much scale buildup that it was difficult to even get wet. Despite this, the hostel had a fun and friendly staff, with plenty of opportunities to meet other travelers.|3.0|2021-06-03 14:36:00
loved everything about the hotel will definitely be back for a visit|5.0|2022-01-31 01:00:00
i enjoyed my lunch. bit of a delay waiting to get in as vaccine passports were checked but everything was okay after that.|4.0|2022-02-09 17:24:00
the location of the hotel is grand and the grounds are lovely. the breakfast was very good. the evening menu was adequate for selections and the dinner was good. the decor in the public areas of the hotel are modern and lovely. the seating is comfortable and relaxing. the room for a family of 3 people was a bit tight. our view was not great, but the beds were comfortable.|4.0|2021-08-25 02:00:00
clean and spacious rooms for our family with 2 adults and 4 children children playing extremely loudly outside our room till after 11.30pm made it difficult to settle our kids to sleep. especially as we were up at 6pm the next morning.|3.5|2022-07-30 02:00:00
lovely place to eat great food and excellent service. i strongly recommend it|5.0|2021-10-31 15:17:00
service was excellent; wonderful ambiance. my husband enjoyed his meal. my meal just so, so. shrimp was very good but the scallops were tough, fishy tasting. a little disappointed.|4.0|2022-02-14 00:53:00
- the bed (mattress very comfy and lovely sleep) - the room (well design, large and comfy, it's feel safe and cocooning with lots of space) - welcome pets -staff very mega nice and friendly - air conditionnant during heat waves - nice dinner - free parking - good location near airport - good question, i liked everything. my only regret is i couldn't not take a breakfast as breakfast start at 7am and my flight was at 6am.|5.0|2021-07-25 02:00:00
the room we wore given was so cold and the radiator didn't work great location stayed in january 2021|2.0|2021-01-08 06:00:00
fabulous meal, exceptional service! can't wait to go back xx|4.0|2021-05-08 14:55:00
we found it very hot during the night with heating but other than that all good|4.5|2022-01-17 01:00:00
the location is tricky because it's connected to the hotel and food hall, but the scenery is beautiful. good ambiance, so we didn't mind the walk from the parking garage. the service was excellent. the manager and hostess addressed me by name based on the reservation. we were greeted by waitress promptly. she was knowledgeable about the menu. the food was tasty! mimosas were worth the cost because we shared a tier. individually the mimosas are $9. i would definitely return.|5.0|2021-09-21 07:49:00
"i was delighted to find kilcot arms able to do a midday meal on a monday in these challenging times
it enabled me and my wife to meet my sister and brother-in-law pre-xmas to catch up which we live too far apart to do.
we were met by friendly staff and a warm log stove close to our table. we had adequate room for us oldies to get in and out.
that showed that our extra requirements mentioned on the booking ap had been catered for very well indeed. we were shielded from bar noise by a brick wall but access to toilets was easy and there were sanitizers at sensible spots.
food was as good and well presented as we had seen there pre-pandemic
we were able to exchange gifts in the car park and as it was dry and be less cluttered at the table. there was plenty of space in the car park when we arrived and when we left 2 hours later.
our party of 4 was in or near 70yrs. and i am happy to recommend this venue as an excellent out-of-town venue."|5.0|2021-12-16 13:08:00
"we used to come to the globe and enjoy it, this time it was terrible. here's whyannoyedn- no vegan options on the menu at all
- turns out there were vegan options, they weren't on the menu. our friend ordered the vegan soup and was bought out the non vegan option
- we informed the waiter they had served the wrong soup, the waiter accused us of not being able to tell the difference in colour (they bought a grey mushroom soup, we ordered a butternut squash soup)
- when the butternut squash soup arrived it had a dollop of yoghurt in it (not vegan)
- we asked for bread and olive oil for the table - they said they were too busy for this (the restaurant was not full and there were waiting staff doing nothing)
- 2 jaffa cake desserts ordered, they were terrible and looked shop bought
- 20% service charge was added!
all in all we were throughly disappointed"|1.0|2021-12-19 06:54:00
the location was great, nice common area and kitchen. staff were accommodating and they offer a laundry service which was great. only 1 bathroom for the whole floor which was constantly in use, the walls might as well be bed sheets other peoples doors opening and shutting is enough to abruptly wake you and make you think there's an intruder. people seem to congregate in hall ways and staircases which is pretty annoying at 2 am.|3.0|2022-02-27 01:00:00
what is there not to love about the hash house?! the chicken and waffles flavor will stay with you like a favorite memory. the service is always outstanding- consistent and friendly. the hash house is happy to have you! and, in a city like vegas, where not all places give you that kind of welcome, it's refreshing!|5.0|2022-03-24 02:17:00
there was no hot water in the morning for a shower. and the toilet did not work. i am 70+ years of age and this was not acceptable as i was out early for an appointment in the hospital. i will not be recommending unless ye accommodate me in another form again|0.5|2021-10-03 02:00:00
place is nice and cozy i hope the price would be cheaper and affordable.|4.5|2021-10-03 02:00:00
we were celebrating a 60th birthday. our server was outstanding and the food was absolutely delicious. i highly recommend this restaurant|5.0|2022-01-15 05:20:00
the staff were very friendly and helpful. the hotel was clean and had very high hygiene standards. the beds were very comfortable. nothing to dislike|4.5|2021-07-08 02:00:00
a quaint nt property and working pub. fabulous food, very accommodating towards your needs. would highly recommend. shall be going back in the summer months to sit in the wonderful garden.|5.0|2022-02-25 16:42:00
from the airport you provide a shuttle for your clients . its a bit far from city centre and expensive getting a taxi .if u could put on a few buses to city centre at certain times of the day and the clients paid will be excellent. we had to chk out at 12 n flight wasn't till 6 but didn't venture out as there wasn't any point going into city centre paying a fortune n then heading back to airport so we just stayed at the airport for 6 hours . i loved the hotel but probably wouldn't book again because of location .|5.0|2022-03-23 01:00:00
location was very good, and the staff were lovely. the bed was comfortable and clean was quite disappointed with this hotel. for 130 the water was luke warm at best both in the evening and in the morning. the bathroom had certainly seen some use over the years and the iron unfortunately left a nasty mark on my partners shirt. we would have expected more for a 4 star hotel, especially at that price. also a little comfort, was a shame there wasn't a teacoffee facility in the room|2.0|2021-11-19 01:00:00
the montenotte hotel, exceptional location, decor, restaurant, bedrooms. what stands out if that is possible from the above is the amazing staff! special mention to our waiters on both nights fabian and fabio. the hotel staff are amazing and nothing was a problem. outstanding stay, 5 stars|5.0|2022-04-14 02:00:00
i didn't like that it was cold there was a heater in the room but wasn't enough radiators didn't work. i liked how the property was decorated and i loved the small coffee machine in the room. beds were very comfortable stayed in january 2021|3.5|2021-01-05 00:00:00
great sunset water views, good food and lots of seating.|5.0|2021-10-16 11:14:00
there is absolutely nothing better value for a light meal out than harbour inn fish soup and a pint of otter ale. if you want to splash out the scallops we had on friday were excellent. we choose the bar area so we can take our dog. the staff were lovely and very attentive. i felt so sorry for the people who hadn't booked being turned away . . .|5.0|2022-01-05 23:17:00
The water pressure in the shower was so weak that it took forever to rinse off. The hostel's staff were friendly and helpful.|4.0|2021-07-29 02:00:00
didn't have breakfast. great location and lovely staff stayed in december 2020|5.0|2021-01-18 06:00:00
everything breakfast was exceptional stayed in december 2020|5.0|2021-01-14 00:00:00
location was excellent. breakfast was delicious. staff very friendly and helpful.|4.0|2021-08-31 02:00:00
fabulous hotel. good location. spacious room. good shower. teacoffee in room. helpful staff. great breakfast. room was very hot. a lighter duvet would be better.|5.0|2022-11-11 01:00:00
this is a very limited menu. with the patio enclosed with plastic it increased the sound inside the tent. this is definitely not family-friendly. the macaroni and cheese the server confirmed is not homemade as it tasted worse than kraft.|2.0|2022-02-07 06:06:00
the ambiance of the outdoor dining and food were outstanding!|4.0|2021-06-05 20:15:00
food was lovely and hotel rooms were clean hotel very dated.|3.5|2021-07-17 02:00:00
enjoyed our pre theatre lunch at this lovely restaurant inside a stunning hotel. lovely atmosphere with tasteful decor and eclectic artwork on display. attention to detail and to customers. very special place. thank you|5.0|2021-12-04 15:44:00
no comment i phoned the citywest before my stay just to confirm and was informed they did not have a booking under my name as i wished to cancel the reservation as i thought this was cancelled this was sorted i was still charged the full rate i do not know what went wrong and who is responsible so my stay was a non event i will not stay there again or use booking .com again|0.5|2021-12-19 01:00:00
worthwhile if you are in the area. maybe a little pricey, but the food had interesting flavors.|4.0|2021-11-07 15:49:00
there was a noise that sounded like a hairdryer intermittently,probably due to water delivery system or the heating system ,a little annoying at times but everything else made up for this. stayed in december 2020|4.5|2021-01-03 06:00:00
nothing excellent location, love staff, great space stayed in december 2020|4.0|2021-01-02 00:00:00
location and parking great. room was well decorated. bathroom was large and very modern. staff really friendly and efficient. thought couch and one of the tables in room needed to be replaced. a bit worn and scratched.|4.0|2022-01-11 01:00:00
"a lovely evening, wednesday curry meal. a different way of having a curry, delicious. my only problem was cold legsdraft every time the front door was opened.
lovely cheerful staff."|4.0|2022-01-06 12:02:00
room was clean, comfy & a comfortable temperature! i couldn't stay longer|5.0|2022-05-30 02:00:00
"long wait for food.
no crab starter left which was a disappointment.
we both had fish and chips. very hot tasteless and greasy when it eventually arrived.
lovely waitress kept us informed of time taken with order."|3.0|2021-06-14 23:34:00
allowed us to extend our seating from 4 to 6 very friendly clean food was great a couple different choices kids loved it|5.0|2022-03-06 06:20:00
really cool spot across from grand hotel in old school downtown las vegas. couldn't sit outside because of rain, but they quickly sat us at bar without a wait. bartenders were all cool, hostess looked a little sad like she wanted to be at life is beautiful instead of working lol|3.0|2021-09-17 22:33:00
"second time i go to this restaurant. both times food and ambience was great but the service really impacted our overall experience.
the first time, we asked the server to split the bill and he said they couldn't (two ways), he said we had to do the math and tell them what amount we wanted them to charge each card which i thought was odd.
second time, the server only came to the table to take the order, i had to get up to ask for water aand them to ask for the check.
pork belly brussel sprouts are to die for and i would put up with the service failures to have them again. would still reccomend"|5.0|2022-02-10 03:48:00
beautiful place the food was good quality and overall a fun experience|5.0|2022-03-14 05:38:00
loved the rain shower and the big room! the bed was so comfy i passed out immediately. i also loved the access to food service in the room.|5.0|2022-05-19 02:00:00
clean comfortable rooms, handy location, friendly staff. very poor restaurant and bar service|3.0|2021-06-08 02:00:00
"the food was absolutely fantastic! the largest sashimi bowl i've ever had and it was an appetizer! the restaurant was upscale for sure. outside seating available. inside seating is tables or booths. prices are slightly higher than other hotel restaurants in the same area, but the portions are larger (much larger) then the other restaurants.
the downfall of this place is the service. not the waiting time for the food or drinks, but the attitude of the servers. from once we walked in the hostess was blah (not welcoming, sort of like your dam lucky to be here attitude). our waitress was the least friendly of anyone we have come across in maui, i thought we were at a truck stop diner with her demeanor. the only person that was friendly was he server that brought us appetizers.
once our entrees came we were told if we wanted dessert to let her (our waitress) know asap because it takes 15 minutes to make it ""ok sweetie"". like wtf!
so , if you want some really great food!! go here. but expect truck stop service and attitude if you get the same people as we did.
date 10821 6:00 ish"|2.0|2021-10-10 02:03:00
it was a very cosy place with great character stayed in february 2021|5.0|2021-02-14 06:00:00
the tv was very old and didnt have an hdmi input|3.5|2022-07-01 02:00:00
amazing customer service as always one of our favorite restaurant|5.0|2021-10-07 01:31:00
we celebrated surviving a major surgery and our waiter was fantastic- immediately offered bubbly by the bottle or glass that wasn't on the menu. must have - scallops. the velvet espresso martini was also recommended by our waiter and was the perfect dessert! glad to have this restaurant and the beautiful omni hotel in oklahoma city.|5.0|2021-06-05 04:12:00
beautiful newly renovated hotel. front desk and bar staff very nice and helpful. breakfast service was slow.|4.0|2021-07-23 02:00:00
bedroom was grand and dinner in evening was good. no very poor selection at breakfast time on first morning. no oj croissants pastries fruit salad etc. slightly better on 2nd morning. please don't bring the cooked breakfast whilst we still eating our cereal.|3.0|2021-07-19 02:00:00
suite was nice, food was nice, staff were ok too, some more ok than others. for a premium hotel (i spent approx 2500 there over 3 nights) it would have been nice to have some of our needs anticipated a little. sometime staff interactions made us feel like we were an imposition rather than a guest.|3.0|2022-11-24 01:00:00
it was very close to the airport. 5 min walk but there was also a bus i booked a double room and was given a twin room.|2.5|2022-01-19 01:00:00
fantastic location, ample parking, great food, excellent water pressure and a great leisure centre. the staff were extremely pleasant, friendly and diligent. the pillows were very hard and uncomfortable, the bed was creeky and moved easily. there was a lot of noise from other guests banging doors.|4.0|2022-01-31 01:00:00
the whole experience was great very relaxing, and great location for seeing the sights around bundoran|5.0|2021-12-15 01:00:00
it's was a nice stay liked rooms & liked staff would of liked service to table for breakfast|4.0|2021-06-07 02:00:00
ideal location 2 minutes from the terminal perfect for early morning flight stayed in january 2021|5.0|2021-01-07 06:00:00
breakfast was nice and plenty room sometimes didnt got cleaned|5.0|2022-11-30 01:00:00
location car parking. also had bad experience with guests trying to break in to room and very noisy|0.5|2022-12-29 01:00:00
staff were very friendly and accommodating. the hotel is a very convenient location stayed in june 2021|4.5|2021-06-25 01:00:00
it was great to be back at the hotel we loved the break away and the staff were amazing nothing|5.0|2021-11-08 01:00:00
we love coppins! food is always wonderful. we have only been there for dinner. on this visit, it seemed they had some repairs that had the lobby pretty torn up. the other dining option is the atrium. ice and snow were melting and the water dripping was loud. periodically chunks would fall off on to the atrium roof, causing guests to scream and jump -- sounded like the glass roof was going to break. they were a little short staffed for the lunch shift. i'm sure all of this is temporary -- we will be back.|4.0|2022-02-08 18:27:00
great spot and we had fabulous dinner there with old friends. geraldine and her staff were amazing!! room were a bit cold|5.0|2022-05-31 02:00:00
location good value the bacon for breakfast ! cover in white gooey stuff|5.0|2021-10-10 02:00:00
full irish breakfast was delicious, everything was fresh and tasty, staff were friendly and helpful. stayed in june 2021|4.5|2021-06-30 01:00:00
there was no hot water at all we paid 262 which i think was a rip off very upsetting|2.0|2021-11-05 01:00:00
nothing second time staying at this hotel. very helpful staff super location with lots of parking. spacious clean room. good value for money stayed in december 2020|4.5|2021-01-10 06:00:00
"the food was very good although not a big selection. we were expecting regular mexican items as well (tacos, burritos, fajitas).
service was ok. she was a little slow and not very attentive"|3.0|2021-09-17 20:27:00
lovely breakfast, country location thats calm and relaxing, lovely food and staff and drinks|4.0|2022-02-15 01:00:00
great food, but super cold night on the porch!|5.0|2022-03-05 13:32:00
friendly staff, good location. no late bar or room service for hotel guests.|4.0|2022-05-04 02:00:00
birthday meal service very good totally child friendly and the food was excellent|5.0|2021-12-13 13:02:00
spacious ,quiet room. well furnished. very comfortable beds nothing|5.0|2021-12-07 01:00:00
old style furniture makes feel like home tv and tv remote control was dirty need the update tv programs and remote control|5.0|2021-08-09 02:00:00
the location was great as it is right next to the airport the wifi was fast. elevators for bags.|4.0|2022-01-02 01:00:00
definitely recommend the mussels - big portion, big mussels and tasted delicious.|5.0|2021-06-15 13:28:00
pros: best product portfolio, fun team culture. great arthrex corporate office and hotel in naples. excited for the future! cons:hard work, days can be long. i always feel like i'm still training with all of product and procedure information we are required to know. keep doing what your doing!|4.0|2022-10-13 13:06:00
everythingnearperfect location shower a bit dated|5.0|2022-07-20 02:00:00
great setting with very nice food and super friendly service|5.0|2021-09-14 07:27:00
terra tempe is a nice restaurant in downtown tempe based in the westin hotel off 7th street. it was not fun to park as we had to pay $18 for the valet or find a space on the street if we wanted to park close for 4 bucks. i feel this is an impediment to people going to the terra tempe restaurant as it limits parking especially for the dinner service. our waiter was very nice and attentive and the food was very good. noise level was also nice and we had a good time catching up over our meal. the menu is somewhat expensive and i would imagine they lose customers to the parking issues during the dinner hour. i don't know that i would eat here again even though the food and service was very nice. i imagine most of their business comes from hotel guests only.|4.0|2022-03-08 12:02:00
probably the best lamb we've eaten in a long time!|5.0|2021-06-22 20:25:00
great hotel and location to shops , restaurants and bars . christmas decorations best i've seen so far . arrived back to room to processo and strawberries due to tv broken , a lovely touch and surprise from hotel. thanks you x|4.5|2021-12-05 01:00:00
this was our first time at bob's and it was terrific|5.0|2021-04-04 19:35:00
"i loved it all from the waiters to the food
and the views are amazing"|5.0|2021-12-12 19:10:00
the room wasn't soundproof. i heard in the middle of the night that people were partying and i couldn't sleep. also, the bed springs wasn't great when i moved or my partner moved i was feeling and she slept on the ground.|2.5|2022-11-28 01:00:00
room was spacious, and comfortable with great views and brilliant facilities nothing|5.0|2021-11-18 01:00:00
megan, the singer who plays on thursdays, was amazing. the staff were very attentive and polite. the southside cocktail is delicious! this is a great place to celebrate a special occasion.|5.0|2022-02-11 12:56:00
